global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,1.8233146667480469,2.3131561279296875,,,,,,,,,,,,,,
1,,,0.1056640625,2.303491401672363,0.0964,2.303844921875,5000.0,0.0991,2.303962109375,10000.0,34.14335036277771,50.13891291618347,34.14335036277771,15.666056632995604,0.0,0.0
1,1.863985657691956,2.313339710235596,,,,,,,,,,,,,,
2,1.5741573572158811,2.2985193729400635,,,,,,,,,,,,,,
3,1.351851224899292,2.2970919609069824,,,,,,,,,,,,,,
4,1.6804256439208984,2.311373710632324,,,,,,,,,,,,,,
5,1.399901032447815,2.294591426849365,,,,,,,,,,,,,,
6,1.2400497198104858,2.3055620193481445,,,,,,,,,,,,,,
7,1.461044192314148,2.2970409393310547,,,,,,,,,,,,,,
8,1.561001539230347,2.284996032714844,,,,,,,,,,,,,,
9,1.6550098657608032,2.285919666290283,,,,,,,,,,,,,,
10,1.6387364864349363,2.285563945770264,,,,,,,,,,,,,,
11,1.356654405593872,2.2927167415618896,,,,,,,,,,,,,,
12,1.9247980117797847,2.29016637802124,,,,,,,,,,,,,,
13,1.416193962097168,2.281168460845948,,,,,,,,,,,,,,
14,1.615655541419983,2.284056663513184,,,,,,,,,,,,,,
15,1.3386296033859253,2.282301425933838,,,,,,,,,,,,,,
16,1.3328748941421509,2.270626306533813,,,,,,,,,,,,,,
17,1.5492154359817505,2.279694080352783,,,,,,,,,,,,,,
18,1.8536111116409304,2.2666406631469727,,,,,,,,,,,,,,
19,1.3901829719543457,2.264254093170166,,,,,,,,,,,,,,
20,1.3186397552490234,2.2620387077331543,,,,,,,,,,,,,,
21,1.5409866571426392,2.259539842605591,,,,,,,,,,,,,,
22,1.5329219102859497,2.236958265304565,,,,,,,,,,,,,,
23,1.7838715314865112,2.228239059448242,,,,,,,,,,,,,,
24,1.4175442457199097,2.2256975173950195,,,,,,,,,,,,,,
25,1.0095385313034058,2.241344928741455,,,,,,,,,,,,,,
26,2.144895315170288,2.222811698913574,,,,,,,,,,,,,,
27,1.4715051651000977,2.221030235290528,,,,,,,,,,,,,,
28,1.4111019372940063,2.2360143661499023,,,,,,,,,,,,,,
29,1.1765459775924685,2.2157225608825684,,,,,,,,,,,,,,
30,1.2515814304351809,2.198066234588623,,,,,,,,,,,,,,
31,1.2802226543426514,2.1957950592041016,,,,,,,,,,,,,,
32,1.3512670993804932,2.199749708175659,,,,,,,,,,,,,,
33,1.1145673990249634,2.2016286849975586,,,,,,,,,,,,,,
34,1.6333061456680298,2.204615831375122,,,,,,,,,,,,,,
35,1.2614076137542725,2.2070021629333496,,,,,,,,,,,,,,
36,1.03813374042511,2.2354836463928223,,,,,,,,,,,,,,
37,1.2216782569885254,2.188809871673584,,,,,,,,,,,,,,
38,1.5087581872940063,2.167391300201416,,,,,,,,,,,,,,
39,1.294622778892517,2.150398731231689,,,,,,,,,,,,,,
40,1.1913366317749023,2.1431884765625,,,,,,,,,,,,,,
41,1.5891060829162598,2.2033514976501465,,,,,,,,,,,,,,
42,1.252542495727539,2.1345574855804443,,,,,,,,,,,,,,
43,1.3319857120513916,2.1016790866851807,,,,,,,,,,,,,,
44,1.3660666942596436,2.141351222991944,,,,,,,,,,,,,,
45,1.379570245742798,2.1344127655029297,,,,,,,,,,,,,,
46,1.3144241571426392,2.181406259536743,,,,,,,,,,,,,,
47,1.4400132894515991,2.128802299499512,,,,,,,,,,,,,,
48,1.2636387348175049,2.1315746307373047,,,,,,,,,,,,,,
49,1.056153416633606,2.191188335418701,,,,,,,,,,,,,,
50,1.4967923164367676,2.0678696632385254,,,,,,,,,,,,,,
51,1.3896735906600952,2.093837022781372,,,,,,,,,,,,,,
52,1.5391677618026731,2.1542930603027344,,,,,,,,,,,,,,
53,1.5263118743896484,2.155829429626465,,,,,,,,,,,,,,
54,1.4200246334075928,2.1417465209960938,,,,,,,,,,,,,,
55,1.430060625076294,2.0887651443481445,,,,,,,,,,,,,,
56,1.4678584337234497,2.1295759677886963,,,,,,,,,,,,,,
57,1.8175976276397705,2.116961479187012,,,,,,,,,,,,,,
58,1.5417795181274414,2.117105960845948,,,,,,,,,,,,,,
59,1.7494440078735352,2.146268367767334,,,,,,,,,,,,,,
60,1.291697382926941,1.9995672702789309,,,,,,,,,,,,,,
